case_id,published_label,original_label
wice:test03102,NOT_ATTRIBUTABLE,partially_supported
wice:test01749,NOT_ATTRIBUTABLE,partially_supported
wice:test03564,ATTRIBUTABLE,supported
wice:test02467,NOT_ATTRIBUTABLE,partially_supported
wice:test00515,ATTRIBUTABLE,supported
wice:test04149,NOT_ATTRIBUTABLE,partially_supported
wice:test03611,NOT_ATTRIBUTABLE,partially_supported
wice:test03850,NOT_ATTRIBUTABLE,partially_supported
wice:test02139,ATTRIBUTABLE,supported
wice:test02281,NOT_ATTRIBUTABLE,partially_supported
wice:test03396,NOT_ATTRIBUTABLE,partially_supported
wice:test00350,NOT_ATTRIBUTABLE,partially_supported
wice:test00580,NOT_ATTRIBUTABLE,partially_supported
wice:test02815,NOT_ATTRIBUTABLE,not_supported
wice:test00060,NOT_ATTRIBUTABLE,not_supported
wice:test00106,NOT_ATTRIBUTABLE,partially_supported
wice:test03584,ATTRIBUTABLE,supported
wice:test03587,ATTRIBUTABLE,supported
wice:test01842,ATTRIBUTABLE,supported
wice:test03629,NOT_ATTRIBUTABLE,partially_supported
wice:test02405,ATTRIBUTABLE,supported
wice:test04098,NOT_ATTRIBUTABLE,not_supported
wice:test04229,ATTRIBUTABLE,supported
wice:test01985,NOT_ATTRIBUTABLE,partially_supported
wice:test00342,NOT_ATTRIBUTABLE,partially_supported
wice:test01756,NOT_ATTRIBUTABLE,not_supported
wice:test04331,ATTRIBUTABLE,supported
wice:test03043,NOT_ATTRIBUTABLE,partially_supported
wice:test01037,NOT_ATTRIBUTABLE,not_supported
wice:test00441,NOT_ATTRIBUTABLE,partially_supported
wice:test03681,ATTRIBUTABLE,supported
wice:test00010,ATTRIBUTABLE,supported
wice:test01701,ATTRIBUTABLE,supported
wice:test02729,NOT_ATTRIBUTABLE,partially_supported
wice:test04405,ATTRIBUTABLE,supported
wice:test03237,NOT_ATTRIBUTABLE,partially_supported
wice:test01047,NOT_ATTRIBUTABLE,partially_supported
wice:test02640,ATTRIBUTABLE,supported
wice:test01467,NOT_ATTRIBUTABLE,partially_supported
wice:test04144,ATTRIBUTABLE,supported
wice:test04225,NOT_ATTRIBUTABLE,partially_supported
wice:test02854,NOT_ATTRIBUTABLE,partially_supported
wice:test00185,NOT_ATTRIBUTABLE,partially_supported
wice:test00057,ATTRIBUTABLE,supported
wice:test04273,ATTRIBUTABLE,supported
wice:test00308,ATTRIBUTABLE,supported
wice:test03168,ATTRIBUTABLE,supported
wice:test03568,ATTRIBUTABLE,supported
wice:test01537,ATTRIBUTABLE,supported
wice:test00373,ATTRIBUTABLE,supported
wice:test00784,NOT_ATTRIBUTABLE,partially_supported
wice:test03288,NOT_ATTRIBUTABLE,not_supported
wice:test00732,NOT_ATTRIBUTABLE,partially_supported
wice:test03232,ATTRIBUTABLE,supported
wice:test00276,ATTRIBUTABLE,supported
wice:test03989,NOT_ATTRIBUTABLE,partially_supported
wice:test01296,NOT_ATTRIBUTABLE,partially_supported
wice:test00837,NOT_ATTRIBUTABLE,partially_supported
wice:test01299,NOT_ATTRIBUTABLE,partially_supported
wice:test02272,NOT_ATTRIBUTABLE,not_supported
wice:test02672,ATTRIBUTABLE,supported
wice:test01643,NOT_ATTRIBUTABLE,partially_supported
wice:test02423,NOT_ATTRIBUTABLE,partially_supported
wice:test00258,ATTRIBUTABLE,supported
wice:test01759,ATTRIBUTABLE,supported
wice:test00820,NOT_ATTRIBUTABLE,partially_supported
wice:test01702,ATTRIBUTABLE,supported
wice:test00265,NOT_ATTRIBUTABLE,partially_supported
wice:test02220,ATTRIBUTABLE,supported
wice:test01413,NOT_ATTRIBUTABLE,partially_supported
wice:test01486,NOT_ATTRIBUTABLE,partially_supported
wice:test00223,ATTRIBUTABLE,supported
wice:test01678,NOT_ATTRIBUTABLE,not_supported
wice:test02543,NOT_ATTRIBUTABLE,not_supported
wice:test03456,NOT_ATTRIBUTABLE,partially_supported
wice:test00164,NOT_ATTRIBUTABLE,partially_supported
wice:test00224,NOT_ATTRIBUTABLE,partially_supported
wice:test01679,NOT_ATTRIBUTABLE,partially_supported
wice:test01645,NOT_ATTRIBUTABLE,partially_supported
wice:test01459,NOT_ATTRIBUTABLE,partially_supported
wice:test00329,NOT_ATTRIBUTABLE,partially_supported
wice:test01288,NOT_ATTRIBUTABLE,partially_supported
wice:test02207,NOT_ATTRIBUTABLE,not_supported
wice:test01176,ATTRIBUTABLE,supported
wice:test03648,NOT_ATTRIBUTABLE,partially_supported
wice:test02730,NOT_ATTRIBUTABLE,partially_supported
wice:test01374,NOT_ATTRIBUTABLE,partially_supported
wice:test00454,NOT_ATTRIBUTABLE,partially_supported
wice:test02789,NOT_ATTRIBUTABLE,partially_supported
wice:test01371,NOT_ATTRIBUTABLE,partially_supported
wice:test00615,ATTRIBUTABLE,supported
wice:test03050,ATTRIBUTABLE,supported
wice:test03107,NOT_ATTRIBUTABLE,not_supported
wice:test02052,ATTRIBUTABLE,supported
wice:test00156,NOT_ATTRIBUTABLE,partially_supported
wice:test01052,NOT_ATTRIBUTABLE,not_supported
wice:test00601,NOT_ATTRIBUTABLE,not_supported
wice:test01846,ATTRIBUTABLE,supported
wice:test00690,NOT_ATTRIBUTABLE,partially_supported
wice:test03887,ATTRIBUTABLE,supported
wice:test02351,NOT_ATTRIBUTABLE,not_supported
wice:test03613,NOT_ATTRIBUTABLE,partially_supported
wice:test04541,NOT_ATTRIBUTABLE,partially_supported
wice:test01191,ATTRIBUTABLE,supported
wice:test00733,NOT_ATTRIBUTABLE,partially_supported
wice:test04131,NOT_ATTRIBUTABLE,not_supported
wice:test02480,NOT_ATTRIBUTABLE,partially_supported
wice:test03553,NOT_ATTRIBUTABLE,not_supported
wice:test04216,ATTRIBUTABLE,supported
wice:test02264,ATTRIBUTABLE,supported
wice:test01181,NOT_ATTRIBUTABLE,partially_supported
wice:test01375,NOT_ATTRIBUTABLE,partially_supported
wice:test00747,ATTRIBUTABLE,supported
wice:test03549,NOT_ATTRIBUTABLE,partially_supported
wice:test03983,NOT_ATTRIBUTABLE,partially_supported
wice:test04426,NOT_ATTRIBUTABLE,partially_supported
wice:test02996,NOT_ATTRIBUTABLE,partially_supported
wice:test04409,NOT_ATTRIBUTABLE,partially_supported
wice:test02917,ATTRIBUTABLE,supported
wice:test02958,NOT_ATTRIBUTABLE,partially_supported
wice:test03752,NOT_ATTRIBUTABLE,partially_supported
wice:test02743,NOT_ATTRIBUTABLE,partially_supported
wice:test03774,NOT_ATTRIBUTABLE,partially_supported
wice:test03960,NOT_ATTRIBUTABLE,partially_supported
wice:test01913,NOT_ATTRIBUTABLE,partially_supported
wice:test00655,NOT_ATTRIBUTABLE,partially_supported
wice:test02374,ATTRIBUTABLE,supported
wice:test02891,NOT_ATTRIBUTABLE,partially_supported
wice:test02269,ATTRIBUTABLE,supported
wice:test02790,NOT_ATTRIBUTABLE,partially_supported
wice:test01306,ATTRIBUTABLE,supported
wice:test02836,NOT_ATTRIBUTABLE,partially_supported
wice:test02918,ATTRIBUTABLE,supported
wice:test03214,ATTRIBUTABLE,supported
wice:test01144,ATTRIBUTABLE,supported
wice:test01184,NOT_ATTRIBUTABLE,partially_supported
wice:test00888,NOT_ATTRIBUTABLE,partially_supported
wice:test01958,NOT_ATTRIBUTABLE,partially_supported
wice:test02535,NOT_ATTRIBUTABLE,partially_supported
wice:test01977,NOT_ATTRIBUTABLE,partially_supported
wice:test01115,NOT_ATTRIBUTABLE,partially_supported
wice:test02119,NOT_ATTRIBUTABLE,partially_supported
wice:test02715,NOT_ATTRIBUTABLE,not_supported
wice:test03843,ATTRIBUTABLE,supported
wice:test03451,ATTRIBUTABLE,supported
wice:test00301,NOT_ATTRIBUTABLE,partially_supported
wice:test03127,NOT_ATTRIBUTABLE,partially_supported
wice:test03508,NOT_ATTRIBUTABLE,not_supported
wice:test04342,NOT_ATTRIBUTABLE,partially_supported
wice:test01464,ATTRIBUTABLE,supported
wice:test01932,NOT_ATTRIBUTABLE,partially_supported
wice:test01654,NOT_ATTRIBUTABLE,partially_supported
wice:test02154,ATTRIBUTABLE,supported
wice:test02217,NOT_ATTRIBUTABLE,partially_supported
wice:test01131,NOT_ATTRIBUTABLE,partially_supported
wice:test02785,ATTRIBUTABLE,supported
wice:test02736,ATTRIBUTABLE,supported
wice:test00638,ATTRIBUTABLE,supported
wice:test02327,NOT_ATTRIBUTABLE,partially_supported
wice:test02515,NOT_ATTRIBUTABLE,partially_supported
wice:test02557,NOT_ATTRIBUTABLE,partially_supported
wice:test00521,NOT_ATTRIBUTABLE,partially_supported
wice:test01785,ATTRIBUTABLE,supported
wice:test02762,ATTRIBUTABLE,supported
wice:test00045,NOT_ATTRIBUTABLE,partially_supported
wice:test02459,NOT_ATTRIBUTABLE,partially_supported
wice:test00256,NOT_ATTRIBUTABLE,partially_supported
wice:test02954,ATTRIBUTABLE,supported
wice:test00330,ATTRIBUTABLE,supported
wice:test04454,NOT_ATTRIBUTABLE,partially_supported
wice:test00612,ATTRIBUTABLE,supported
wice:test02950,ATTRIBUTABLE,supported
wice:test04264,ATTRIBUTABLE,supported
wice:test02095,NOT_ATTRIBUTABLE,not_supported
wice:test04519,ATTRIBUTABLE,supported
wice:test04475,ATTRIBUTABLE,supported
wice:test03717,NOT_ATTRIBUTABLE,partially_supported
wice:test02178,ATTRIBUTABLE,supported
wice:test02462,NOT_ATTRIBUTABLE,partially_supported
wice:test02574,NOT_ATTRIBUTABLE,partially_supported
wice:test01084,ATTRIBUTABLE,supported
wice:test04469,NOT_ATTRIBUTABLE,partially_supported
wice:test03920,NOT_ATTRIBUTABLE,partially_supported
wice:test04305,NOT_ATTRIBUTABLE,partially_supported
wice:test04024,NOT_ATTRIBUTABLE,partially_supported
wice:test04394,ATTRIBUTABLE,supported
wice:test02845,NOT_ATTRIBUTABLE,partially_supported
wice:test00737,NOT_ATTRIBUTABLE,partially_supported
wice:test01578,NOT_ATTRIBUTABLE,partially_supported
wice:test00780,NOT_ATTRIBUTABLE,partially_supported
wice:test01032,ATTRIBUTABLE,supported
wice:test03525,NOT_ATTRIBUTABLE,partially_supported
wice:test03362,ATTRIBUTABLE,supported
wice:test02326,NOT_ATTRIBUTABLE,partially_supported
